SNO,INSTCODE,NAME OF THE INSTITUTION,DIST,PLACE,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
811,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,VISAKHAPATNAM,MEC,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,141354,,,43000
812,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,PINAGADI,CIV,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,149540,,,43000
813,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,PINAGADI,CSE,82218,82218,144076,144076,102155,108838,123074,123074,148657,148657,97307,97307,92744,97864,142997,142997,145774,135538,43000
814,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,PINAGADI,ECE,83303,83303,150958,150958,83303,147322,132059,148565,125332,146374,127914,127914,113277,143631,83303,147803,,124103,43000
815,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,PINAGADI,EEE,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,147587,,,43000
816,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,PINAGADI,MEC,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,148980,,,43000
817,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,BHOGAPURAM,CSC,106359,106359,145439,146895,142507,142507,149870,149870,149147,149147,106359,106359,149219,149219,106359,106359,135859,,43230
818,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,BHOGAPURAM,CSE,81192,120991,128825,142237,151560,151560,104909,120991,136819,136819,81192,120991,87278,120991,145656,145656,71510,99073,43230
819,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,BHOGAPURAM,CSM,126221,126221,133387,145700,141426,141426,142812,144935,147797,147797,126221,126221,126970,136406,126221,132215,147939,,43230
820,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,BHOGAPURAM,ECE,133504,133504,133504,133504,133504,133504,148553,148553,150377,150377,133504,133504,144896,144896,137085,146145,,121827,43230
821,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,BHOGAPURAM,MEC,151745,151745,151745,151745,151766,151767,151745,151745,151775,151775,,,151745,151745,151745,151745,,,43230
822,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,VZM,CHEEPURUPALLI,CSE,87098,126849,133363,145781,126486,126849,140729,143346,131114,131114,87098,126849,123513,126849,150298,150298,144068,147902,45100
823,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,VZM,CHEEPURUPALLI,CSM,131294,131294,131294,131294,131294,131294,146180,146180,147237,147237,131294,131294,148310,148310,147296,147296,,,45100
824,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,VZM,CHEEPURUPALLI,ECE,130849,140377,146103,146103,130849,140377,130849,140377,130849,140377,130849,140377,150645,150645,130849,140377,,,45100
825,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,VZM,CHEEPURUPALLI,EEE,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,124998,,,45100
826,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,VZM,CHEEPURUPALLI,MEC,105315,105315,136885,136885,105315,105315,105315,105315,105315,105315,105315,105315,105315,105315,105315,105315,,,45100
827,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,BHOGAPURAM,CSD,107276,107276,107276,107276,107276,107276,148634,148634,126024,126024,107276,107276,107276,107276,112359,112359,98852,132556,45650
828,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,BHOGAPURAM,CSE,68351,113557,147735,147793,68351,113557,87912,113557,93660,116709,68351,113557,68351,113557,149227,149227,83982,74917,45650
829,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,BHOGAPURAM,CSM,95264,95264,149296,149296,136136,136136,125721,125721,113077,141174,95264,95264,95264,95264,118708,118708,143580,122202,45650
830,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,BHOGAPURAM,ECE,110143,110143,151507,151507,139898,139898,120317,128625,113551,135893,110143,110143,110143,120712,110143,129755,147872,132757,45650
831,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,BHOGAPURAM,EEE,117955,117955,148845,148845,117955,120062,131494,131494,147595,147595,117955,117955,126923,135809,148404,148404,,,45650
832,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,BHOGAPURAM,MEC,132141,133491,142358,145510,143558,143558,148999,148999,143195,149766,132141,133491,148377,148377,134509,134509,,,45650
833,BIPB,BHASKARA INST. OF PHARMACY,VZM,BOBBILI,PHM,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,38000
834,GGIB,GOKUL GROUP OF INSTITUTIONS,VZM,BOBBILI,CSE,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,150805,,,43000
835,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,CIV,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,64785,81021,10000
836,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,CSE,10419,10419,18601,24537,17100,19997,11689,11689,10419,11948,10419,10419,10901,10901,32616,32616,13498,11668,10000
837,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,ECE,14699,14699,24283,36157,47297,47297,17623,18012,18912,18912,14699,14699,16648,16648,16587,112263,16541,15176,10000
838,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,EEE,24470,24470,90113,90113,47506,54311,36935,36935,47066,88238,24470,101691,38754,45348,117563,129952,39773,64186,10000
839,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,INF,16834,16834,52892,65043,71136,71136,23942,23942,23335,36838,29002,29002,23232,24908,26336,95615,23895,24053,10000
840,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,MEC,37691,37691,126721,137246,69324,77058,85283,85283,51719,91715,72381,72381,53138,56332,116634,116634,76853,89614,10000
841,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,VIZIANAGARAM,MET,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,151745,151745,151745,151745,151745,,98861,10000
842,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,CIT,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,,151745,151745,151745,151745,47485,44839,43000
843,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,CSE,19510,19510,106721,106721,147603,147603,42230,42230,50840,50840,27376,27376,28437,29945,119944,121977,38948,40821,43000
844,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,CSM,19110,21885,140224,140224,29397,66707,43664,59675,56152,56152,32844,32844,34123,34123,150559,150559,40093,43154,43000
845,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,CSS,31075,31075,137469,137469,44044,44044,74771,74771,70647,71998,31075,31075,42888,42888,69005,69005,44546,51876,43000
846,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,ECE,43953,46011,148851,148851,151191,151658,63005,69233,69839,73177,141425,141425,43953,46011,150725,150725,51833,51409,43000
847,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,EEE,107271,107271,132943,132943,107271,107271,107271,107271,145698,145698,107271,107271,107271,107271,107271,149907,93040,94767,43000
848,LIET,"LENDI INST OF ENGG AND
TECHNOLOGY",VZM,VIZIANAGARAM,MEC,115082,115082,118857,122194,149460,149460,132207,132383,147032,147227,115082,115082,141036,141156,132147,132779,142872,144971,43000
849,MHRJ,MAHARAJAHS COLLEGE PHARMACY,VZM,VIZIANAGARAM,PHM,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,127318,,,63600
850,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",VZM,BHOGAPURAM,AID,93190,93190,151133,151133,124927,124927,136702,146735,123428,123428,143929,143929,130956,130956,125183,129719,146161,146829,43000
851,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",VZM,BHOGAPURAM,CSE,83597,83597,134875,134875,114820,137949,137610,137610,141470,141470,83597,83597,86939,100912,134422,143118,127363,116677,43000
852,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",VZM,BHOGAPURAM,ECE,147836,147836,147836,148803,147836,147836,147836,147836,147836,147836,147836,147836,147836,147836,147836,147836,143639,,43000
853,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",VZM,BHOGAPURAM,EEE,151745,151745,151758,151772,151766,151767,151745,151745,151775,151775,,,151745,151745,151745,151745,,,43000
854,MRCL,"MIRACLE EDNL SOC GROUP OF
INSTNS",VZM,BHOGAPURAM,MEC,151745,151745,151758,151772,151766,151767,151745,151745,151775,151775,,,151745,151745,151745,151745,,,43000
855,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CHE,76598,107387,94000,107387,86702,109392,112098,135024,145835,145835,76598,107387,92648,107387,149232,149232,149079,95701,74470
856,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CIC,26878,26878,123365,144257,140699,145334,40445,59945,40113,71501,26878,26878,29859,29859,27286,27286,37434,37248,74470
857,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CIT,23267,24003,132634,132634,121592,121592,41666,44731,44476,58922,23267,24003,28286,28286,73401,110191,38311,39433,74470
858,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CIV,117332,132501,139487,140027,117332,132501,117332,132501,130057,142702,117332,132501,117332,132501,117332,142216,135430,143518,74470
859,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CSD,9553,9553,101471,101471,91381,91381,31581,31581,27471,34814,93373,93373,22207,22207,45611,45611,28942,22267,74470
860,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CSE,10936,10936,57010,63483,78491,78491,22125,24873,21470,21470,38412,38412,13785,14726,36660,54415,19890,21374,74470
861,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,CSM,12522,12522,72535,100474,127060,127060,28831,34610,23549,23549,16039,16039,16515,18756,12522,131278,21922,21591,74470
862,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,ECE,17647,17647,102016,114001,139072,139072,33518,36714,41485,42291,103912,103912,26360,26360,93228,131330,34114,34685,74470
863,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,EEE,36931,36931,145184,145184,126586,145980,42650,83698,77318,86050,36931,36931,45859,47669,62233,62233,71061,56789,74470
864,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,INF,13861,17853,115745,132677,124711,124711,44562,44562,43757,52288,118811,118811,27029,27029,96057,105779,34024,34371,74470
865,MVRG,M V G R COLLEGE OF ENGINEERNG,VZM,VIZIANAGARAM,MEC,76602,84481,142625,142625,149181,149181,100167,140723,104959,136056,76602,84481,78535,99965,100334,103817,111985,131045,74470
866,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",VZM,VIZIANAGARAM,AID,139969,139969,139969,139969,139969,139969,142895,142895,139969,139969,139969,139969,139969,139969,139969,139969,91968,92142,50160
867,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",VZM,VIZIANAGARAM,CIV,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,149145,133853,,50160
868,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",VZM,VIZIANAGARAM,CSE,61117,61117,144605,144605,124198,131876,81330,108094,115823,132651,61117,61117,100965,100965,87535,87535,64761,63714,50160
869,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",VZM,VIZIANAGARAM,ECE,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,151745,151745,151745,151745,151745,103334,101127,50160
870,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",VZM,VIZIANAGARAM,EEE,138155,138155,140891,140891,140914,140914,138155,138155,138397,148978,138155,138155,138155,144793,138155,138155,150130,,50160
871,SGVP,"SATYA INST OF TECHNOLOGY AND
MGMT",VZM,VIZIANAGARAM,MEC,132684,132684,132684,132684,132684,132684,144166,148136,142505,146570,132684,132684,132684,132684,145343,148009,,,50160
872,BVRM,"BHIMAVARAM INST. OF ENGG. AND
TECHNOLOGY",WG,BHIMAVARAM,CSE,127589,127589,149614,149614,151397,151397,149356,149356,144795,144795,127589,127589,138859,138859,150880,150880,119370,127200,43000
873,BVRM,"BHIMAVARAM INST. OF ENGG. AND
TECHNOLOGY",WG,BHIMAVARAM,CSM,106186,137035,151024,151024,106186,137035,106186,147905,146153,146153,106186,137035,143674,143674,145838,145838,120386,128367,43000
874,BVRM,"BHIMAVARAM INST. OF ENGG. AND
TECHNOLOGY",WG,BHIMAVARAM,ECE,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,134558,,43000
875,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,CAD,44095,44095,119204,120090,126361,139061,82852,122069,95293,95293,44095,44095,52995,52995,149910,149910,59048,55442,56320
876,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,CIV,110620,110620,110620,110620,110620,110620,110620,110620,140832,140832,110620,110620,125355,125355,110620,110620,137743,,56320
877,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,CSC,51875,51875,139338,139338,140186,140186,110968,117311,80492,100918,51875,51875,59456,63207,51875,117313,61137,70713,56320
878,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,CSE,30102,30102,99217,110534,129437,129437,59957,82359,58970,58970,30102,35596,45323,45323,96395,96395,40131,41080,56320
879,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,CSM,40489,40489,134217,134217,139618,139937,86125,92508,77588,77588,40489,105372,44953,45674,69105,97456,50076,53145,56320
880,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,ECE,49117,54740,127692,130301,132816,139750,118799,118799,106205,108633,123693,123693,67237,67237,114814,146960,115807,75852,56320
881,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,EEE,84282,135827,151537,151537,124205,135827,140383,140383,136066,141368,84282,135827,143303,143303,132009,135827,117513,127436,56320
882,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,INF,57525,57525,151216,151216,151157,151157,110750,110750,98601,100193,82060,82060,71204,71204,111839,117993,67903,65586,56320
883,CRRE,SIR C R R COLLEGE OF ENGINEERING,WG,ELURU,MEC,117584,117584,117584,117584,117584,117584,117584,117584,117584,117584,117584,117584,144557,144557,138445,138445,147826,,56320
884,CRRP,"SIR C.R.REDDY COLLEGE OF
PHARMACY",WG,ELURU,PHD,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,89006,,,42800
885,CRRP,"SIR C.R.REDDY COLLEGE OF
PHARMACY",WG,ELURU,PHM,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,146843,,,48300
886,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,AID,141390,141390,151395,151395,141390,141390,149109,149109,147610,147610,141390,141390,141390,141390,141390,141390,116144,109524,43000
887,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,CIV,134478,134478,148307,148307,134478,134478,134478,134478,134478,134478,134478,134478,142498,142498,134478,134478,,138264,43000
888,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,CSE,145421,145421,145421,145421,145421,151190,145421,145421,145421,145421,145421,145421,145421,145421,145421,145421,86679,94608,43000
889,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,CSM,102674,106504,151177,151177,144019,144019,147150,147150,147810,147810,102674,108940,148065,148065,136544,136544,117275,111766,43000
890,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,ECE,105646,107219,137138,149299,144723,149842,150984,150984,135123,136239,105646,107219,137919,137919,145053,147122,128841,144024,43000
891,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,EEE,116943,119191,116943,119191,116943,119191,134292,134292,116943,119191,149469,149469,116943,123000,116943,119191,,,43000
892,DNRE,DNR COLLEGE OF ENGG AND TECH,WG,BHIMAVARAM,MEC,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,148517,,,43000
893,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",WG,ELURU,AID,144245,144245,144245,145883,151506,151506,144245,144245,144245,144245,144245,144245,144245,144245,149615,149615,110421,113657,43000
894,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",WG,ELURU,CSD,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,151745,151745,151745,151745,151745,129924,120119,43000
895,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",WG,ELURU,CSE,88994,88994,139000,150565,148869,151698,121286,141343,115284,149759,150281,150281,88994,89362,127365,135347,131814,95763,43000
896,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",WG,ELURU,ECE,121527,121527,151243,151243,121527,121527,137797,137797,145230,145230,121527,121527,130945,145541,121527,121527,145287,148951,43000
897,ELRU,"ELURU COLLEGE OF ENGG AND
TECHNOLOGY",WG,ELURU,EEE,97175,97175,124002,139460,97175,97175,97175,97175,97175,97175,97175,97175,97175,97175,97175,97175,,,43000
898,HITE,"HELAPURI INST OF TECH AND
SCIENCE",WG,ELURU,CIV,144219,151361,144219,151361,144219,151361,144219,151361,144219,151361,144219,151361,144219,151361,144219,151361,,,43000
899,HITE,"HELAPURI INST OF TECH AND
SCIENCE",WG,ELURU,CSE,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,151744,137764,,43000
900,HITE,"HELAPURI INST OF TECH AND
SCIENCE",WG,ELURU,CSM,110776,110776,110776,110776,110776,131129,110776,110776,110776,110776,110776,110776,110776,110776,110776,110776,,,43000
901,HITE,"HELAPURI INST OF TECH AND
SCIENCE",WG,ELURU,ECE,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,149837,,,43000
902,HITE,"HELAPURI INST OF TECH AND
SCIENCE",WG,ELURU,EEE,138400,150276,138400,150276,138400,150276,138400,150276,138400,150276,138400,150276,138400,150276,138400,150276,,,43000
903,HITE,"HELAPURI INST OF TECH AND
SCIENCE",WG,ELURU,MEC,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,130176,,,43000
904,NOVA,"NOVA COLLEGE OF ENGG. AND
TECHNOLOGY",WG,"JANGAREDDYGU
DEM",AI,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,131841,,,43000
905,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,AID,45499,45499,103998,126267,125229,125229,120138,120138,63745,64294,45499,77538,56962,61351,108629,108629,82367,64939,50490
906,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,CIV,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,,151745,151745,151745,151745,106441,108432,50490
907,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,CSC,49383,49383,121132,126569,121814,128791,135602,135602,81162,81162,49383,49383,69015,69015,65330,79129,61609,90952,50490
908,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,CSE,33910,34632,88544,88544,94924,94924,78579,122595,49574,50618,74424,74424,89677,89677,73586,73586,61631,64571,50490
909,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,CSM,47471,47471,118317,119997,120775,121153,111956,124853,76530,80209,47471,63181,66147,66147,99626,99626,58276,68918,50490
910,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,CSO,60986,83138,129020,130167,133179,133179,96990,96990,89005,89005,60986,134927,73616,83138,148576,148576,65985,69148,50490
911,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,ECE,80312,80312,135047,138146,137947,138990,115795,125798,119579,119579,80312,80312,80312,80312,101225,118675,76842,77850,50490
912,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,EEE,137405,137405,146497,151396,148718,151508,137405,137405,137405,137405,137405,137405,137405,137405,137405,137405,88358,89844,50490
913,RCEE,"RAMACHANDRA COLLEGE OF
ENGINEERING",WG,ELURU,MEC,123036,123036,148439,151008,123036,123036,123780,132149,142735,142735,123036,123036,123036,123036,136857,136857,130160,128716,50490
914,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",AIM,40142,40142,132047,133471,136979,136979,84535,84535,71684,71684,85076,85076,45161,51305,81955,122256,43662,44005,50270
915,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",CIC,58746,58746,63947,63947,65889,65889,104824,114546,82241,99371,58746,58746,68915,69605,113719,113719,61699,62465,50270
916,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",CIV,88710,105332,125149,125149,88710,115666,88710,105332,137575,137575,88710,105332,116318,116318,88710,125035,121590,108958,50270
917,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",CSD,42187,42187,146373,146373,129814,129814,76767,111466,114138,114138,42187,42187,76966,76966,107007,147382,51748,48413,50270
918,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",CSE,26643,26643,90708,97450,118682,118682,68214,68214,45904,45904,26643,119562,45363,45363,77981,77981,30015,30027,50270
919,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",CSM,98251,98251,150244,150244,98251,98251,106226,128354,98251,98251,98251,98251,98251,98251,134069,134847,47111,48399,50270
920,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",CST,43601,43601,140038,140038,50607,50607,87249,88836,69336,69336,43601,43601,52545,52545,123097,123097,46953,48018,50270
921,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",ECE,49040,60069,128318,139758,135648,145259,109271,109271,81429,89917,50177,60069,69347,69347,82541,113269,58157,55481,50270
922,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",ECT,66508,66508,140297,140297,70963,70963,115463,115463,91363,95465,66508,66508,73076,73076,105352,105352,68549,67624,50270
923,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",EEE,97116,97116,123259,123259,97116,97116,127306,145950,115228,115570,97116,97116,146205,146205,128744,135235,81529,76410,50270
924,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",INF,53036,53036,149357,151645,53036,124936,79137,92066,76834,80396,53036,53036,54916,56468,93759,93759,50342,50663,50270
925,SASI,"SASI INSTITUTE OF TECHNOLOGY AND
ENGINEERING",WG,"TADEPALLIGUDE
M",MEC,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,148383,125436,126247,50270
926,SCPB,SRI VISHNU COLLEGE OF PHARMACY,WG,BHIMAVARAM,PHM,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,144453,,,80000
927,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,AID,11227,11384,68922,68922,140264,140264,20061,20167,19473,21103,21525,21525,16974,18165,35886,35886,13158,12927,77000
928,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,AIM,21051,21051,72505,72505,110378,110378,21051,98253,21051,21051,21051,43450,21051,21051,33426,44735,13284,13122,77000
929,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,CIC,16825,18144,102286,102522,139612,139612,40673,40673,31471,31471,16825,18144,23768,23768,64075,116360,35767,19945,77000
930,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,CIT,16186,16186,95310,95310,105996,105996,31764,37968,31897,124789,53865,53865,21289,25930,40252,68074,18264,18680,77000
931,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,CIV,80138,80138,139928,151105,148440,148875,114331,114331,121654,121654,87738,145554,95398,97789,145483,145483,104345,97669,77000
932,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,CSB,19557,19557,83211,97096,79739,87367,21706,21706,32175,33119,35648,35648,24656,28459,39833,111195,19641,20466,77000
933,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,CSE,11285,11285,28924,31124,77219,77219,13983,13983,11285,84007,11586,11586,11285,12958,19599,19599,8268,8401,77000
934,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,CSG,17769,17769,97072,97072,82832,88694,41873,48024,31758,32731,17769,17769,26620,29156,42322,42322,19575,20601,77000
935,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,ECE,31310,37044,72804,72804,113802,140218,32626,38952,31310,37044,31310,59271,31310,37044,68579,88680,18610,19290,77000
936,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,EEE,54134,54134,116052,122427,120139,127027,67357,67357,121937,121937,60273,60273,106416,106416,135001,135001,44753,44202,77000
937,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,INF,13860,32942,74409,74409,138359,138359,21713,32942,21943,32942,29098,32942,19721,32942,67086,67086,14780,15860,77000
938,SRKR,S R K R ENGINEERING COLLEGE,WG,BHIMAVARAM,MEC,85284,130812,147253,147253,138903,148728,117553,138549,110842,133196,85284,130812,102716,130812,124795,130812,95674,125543,77000
939,SWRN,"SWARNANDHRA COLL. OF ENGG AND
TECHNOLOGY",WG,NARSAPURAM,AID,74549,74549,140251,140251,74549,75066,147506,147506,96695,97330,74549,123515,88678,88678,123613,123613,75726,79291,43000
